WorkCode,ResourceGroupCode,ResourceCode,ResourceClassification,Quantity,Weight,Cost
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.97,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.37,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.74,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122435.00,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.96,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.37,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.74,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122435.00,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.96,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.36,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.74,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122434.99,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.96,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.36,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.74,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122434.99,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.96,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.36,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.74,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122434.99,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.96,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.35,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.74,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122434.99,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.96,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.35,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.74,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122434.98,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.96,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.35,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.73,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122434.98,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.95,14152003.74
L3092,D349201,P231232,M,140.12,2000.59,280321.48
L3092,D349201,P231233,M,1591.34,4901.44,7799945.20
L3092,D349201,R0032,L,1.00,10002.94,10011.48
L3092,D349201,R0033,L,1.00,12003.53,12013.78
L3092,D349201,R0034,L,2.00,10002.94,20022.96
L3092,D349201,R0035,L,2.00,12003.53,24027.56
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.35,2402.76
T3940,R39402,L3092,M,1.00,1400.41,1401.61
T3941,R39402,P302012,M,4.00,122453.35,490231.64
T3942,R39402,R1211,L,1.00,8002.35,8009.19
T3943,R39402,R1212,L,1.00,9002.65,9010.33
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.47,5005.74
L2903,T29391,R9942,M,90.09,20002.88,1802066.66
L2903,T29391,R9943,M,2933.91,8001.15,23474921.71
L2903,T29391,R9944,M,483.48,9305.34,4498991.57
L2903,T29391,R9945,M,231.23,1440.21,333021.92
L2903,T29391,R9946,M,64.06,203.03,13006.92
L2903,T29391,R2039,L,4.00,10001.44,40045.93
L2903,T29391,R2040,L,4.00,10001.44,40045.93
L2903,T29391,R2041,L,4.00,10001.44,40045.93
L2903,T29391,R2042,L,2.00,12001.73,24027.56
L2903,T29391,M34211,F,4.00,900.13,3604.13
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.20,2803.21
L3092,D349201,P231231,M,230.23,61468.73,14152003.74
L3092,D349201,P231232,M,140.14,2000.29,280321.48
L3092,D349201,P231233,M,1591.58,4900.71,7799945.20
L3092,D349201,R0032,L,1.00,10001.44,10011.48
L3092,D349201,R0033,L,1.00,12001.73,12013.78
L3092,D349201,R0034,L,2.00,10001.44,20022.96
L3092,D349201,R0035,L,2.00,12001.73,24027.56
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.17,2402.76
T3940,R39402,L3092,M,1.00,1400.20,1401.61
T3941,R39402,P302012,M,4.00,122434.98,490231.64
T3942,R39402,R1211,L,1.00,8001.15,8009.19
T3943,R39402,R1212,L,1.00,9001.30,9010.33
T3944,R39402,R1213,F,1.00,450.06,450.52
T3945,R39402,R1214,F,1.00,5000.72,5005.74
L2903,T29391,R9942,M,90.08,20005.88,1802066.66
L2903,T29391,R9943,M,2933.47,8002.35,23474921.71
L2903,T29391,R9944,M,483.41,9306.74,4498991.57
L2903,T29391,R9945,M,231.19,1440.42,333021.92
L2903,T29391,R9946,M,64.05,203.06,13006.92
L2903,T29391,R2039,L,4.00,10002.94,40045.93
L2903,T29391,R2040,L,4.00,10002.94,40045.93
L2903,T29391,R2041,L,4.00,10002.94,40045.93
L2903,T29391,R2042,L,2.00,12003.53,24027.56
L2903,T29391,M34211,F,4.00,900.26,3604.13
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.41,2803.21
L3092,D349201,P231231,M,230.19,61477.95,14152003.74
