Quantity,Weight,Cost
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.02,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.89,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.98,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.39,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.89,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.75,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.02,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.89,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.97,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.38,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.89,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.75,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.02,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.89,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.97,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.38,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.75,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.01,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.89,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.97,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.38,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.75,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.01,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.97,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.38,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.75,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.01,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.97,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.37,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.75,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.01,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.97,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.37,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.75,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.00,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.97,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.37,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.74,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.00,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.96,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.37,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.74,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122435.00,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.96,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.36,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.74,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.99,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.96,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.36,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.74,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.99,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.96,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.36,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.74,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.99,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.96,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.35,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.74,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.99,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.96,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.35,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.74,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.98,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.96,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.35,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.73,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.98,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.95,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.35,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.73,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.98,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.74,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.95,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.34,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.73,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.97,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.73,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.95,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
2.00,12003.53,24027.56
2.00,800.24,1601.84
2.00,1200.35,2402.76
1.00,1400.41,1401.61
4.00,122453.34,490231.64
1.00,8002.35,8009.19
1.00,9002.65,9010.33
1.00,450.13,450.52
1.00,5001.47,5005.74
90.09,20002.88,1802066.66
2933.91,8001.15,23474921.71
483.48,9305.34,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.44,40045.93
4.00,10001.44,40045.93
4.00,10001.44,40045.93
2.00,12001.73,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.20,2803.21
230.23,61468.73,14152003.74
140.14,2000.29,280321.48
1591.58,4900.71,7799945.20
1.00,10001.44,10011.48
1.00,12001.73,12013.78
2.00,10001.44,20022.96
2.00,12001.73,24027.56
2.00,800.12,1601.84
2.00,1200.17,2402.76
1.00,1400.20,1401.61
4.00,122434.97,490231.64
1.00,8001.15,8009.19
1.00,9001.30,9010.33
1.00,450.06,450.52
1.00,5000.72,5005.74
90.08,20005.88,1802066.66
2933.47,8002.35,23474921.71
483.41,9306.73,4498991.57
231.19,1440.42,333021.92
64.05,203.06,13006.92
4.00,10002.94,40045.93
4.00,10002.94,40045.93
4.00,10002.94,40045.93
2.00,12003.53,24027.56
4.00,900.26,3604.13
4.00,100.03,400.46
2.00,1400.41,2803.21
230.19,61477.95,14152003.74
140.12,2000.59,280321.48
1591.34,4901.44,7799945.20
1.00,10002.94,10011.48
1.00,12003.53,12013.78
2.00,10002.94,20022.96
